chars,words,vowels,num_of_punctuations,first_letter_caps,is_heading
1,1,0,0,0,0
927,138,293,23,1,0
1,1,0,0,0,0
1646,237,427,103,1,0
1,1,0,0,0,0
18,6,0,6,0,0
1,1,0,0,0,0
8,2,0,2,0,0
1,1,0,0,0,0
57,14,0,14,0,0
1,1,0,0,0,0
2039,275,524,142,1,0
1,1,0,0,0,0
1,1,0,0,0,0
2,1,0,0,0,0
1,1,0,0,0,0
86,12,27,1,1,0
82,10,22,3,1,0
1,1,0,0,0,0
9,1,1,0,1,0
1,1,0,0,0,0
38,5,3,5,0,0
1,1,0,0,0,0
1415,211,444,27,1,0
1,1,0,0,0,0
1322,194,419,24,1,0
453,46,125,39,1,0
1,1,0,0,0,0
3,1,0,0,0,0
1,1,0,0,0,0
66,10,21,2,1,0
1,1,0,0,0,0
1019,155,316,17,0,0
1,1,0,0,0,0
47,7,14,4,1,0
1,1,0,0,0,0
874,132,257,27,1,0
1,1,0,0,0,0
3,1,0,0,0,0
1,1,0,0,0,0
4236,644,1331,111,0,0
1,1,0,0,0,0
3,1,0,0,0,0
1,1,0,0,0,0
1177,201,307,102,0,0
1,1,0,0,0,0
1551,261,482,37,1,0
1,1,0,0,0,0
81,14,23,2,1,0
1,1,0,0,0,0
634,96,198,15,1,0
1,1,0,0,0,0
3,1,0,0,0,0
1,1,0,0,0,0
2574,407,785,59,1,0
1,1,0,0,0,0
1002,149,300,18,1,0
1,1,0,0,0,0
3,1,0,0,0,0
1,1,0,0,0,0
270,62,62,30,1,0
1,1,0,0,0,0
747,142,199,35,1,0
2,1,1,0,0,0
1,1,0,0,0,0
872,151,246,33,1,0
1,1,0,0,0,0
38,6,9,4,1,0
1,1,0,0,0,0
3,1,0,0,0,0
1,1,0,0,0,0
371,72,98,21,1,0
1,1,0,0,0,0
1053,169,323,26,1,0
1,1,0,0,0,0
83,11,28,2,1,0
1,1,0,0,0,0
376,70,104,16,1,0
1,1,0,0,0,0
14,6,1,2,0,0
1,1,0,0,0,0
171,24,50,4,1,0
1,1,0,0,0,0
3,1,0,0,0,0
1,1,0,0,0,0
410,76,124,12,1,0
2,1,0,0,0,0
1,1,0,0,0,0
9,2,0,4,0,0
1,1,0,0,0,0
2374,406,685,89,1,0
1,1,0,0,0,0
3,1,0,0,0,0
1,1,0,0,0,0
2781,476,830,90,0,0
2,1,0,1,0,0
1,1,0,0,0,0
21,10,4,1,0,0
1,1,0,0,0,0
8,3,3,1,0,0
1,1,0,0,0,0
9,2,0,4,0,0
1,1,0,0,0,0
113,16,35,2,0,0
1,1,0,0,0,0
351,68,94,20,0,0
1,1,0,0,0,0
4,1,0,0,0,0
1,1,0,0,0,0
450,94,134,23,1,0
8,3,1,2,0,0
1,1,0,0,0,0
5,2,1,0,0,0
1,1,0,0,0,0
2,1,0,1,0,0
1,1,0,0,0,0
25,12,4,1,0,0
1,1,0,0,0,0
12,5,3,1,0,0
1,1,0,0,0,0
9,2,0,4,0,0
1,1,0,0,0,0
73,11,24,2,1,0
1,1,0,0,0,0
797,149,208,38,0,0
2,1,1,0,0,0
1,1,0,0,0,0
18,6,4,2,0,0
2,1,1,0,0,0
1,1,0,0,0,0
9,2,0,4,0,0
2,1,1,0,0,0
1,1,0,0,0,0
2,1,0,1,0,0
1,1,0,0,0,0
3,1,1,0,0,0
1,1,0,0,0,0
5,2,0,1,0,0
1,1,0,0,0,0
2,1,1,0,0,0
1,1,0,0,0,0
6,3,1,1,0,0
1,1,0,0,0,0
3,1,0,0,0,0
1,1,0,0,0,0
1499,247,424,48,0,0
1,1,0,0,0,0
4,1,0,0,0,0
1,1,0,0,0,0
751,125,221,25,1,0
1,1,0,0,0,0
24,11,2,4,0,0
1,1,0,0,0,0
84,20,22,7,1,0
1,1,0,0,0,0
21,11,1,4,0,0
1,1,0,0,0,0
1143,187,343,31,1,0
4,2,0,0,0,0
1,1,0,0,0,0
23,11,2,3,0,0
1,1,0,0,0,0
9,2,0,4,0,0
1,1,0,0,0,0
341,62,101,9,1,0
6,3,0,1,0,0
1,1,0,0,0,0
8,4,1,0,0,0
4,2,0,0,0,0
1,1,0,0,0,0
5,2,1,0,0,0
1,1,0,0,0,0
15,7,1,3,0,0
1,1,0,0,0,0
9,2,0,4,0,0
1,1,0,0,0,0
322,69,79,23,0,0
1,1,0,0,0,0
4,1,0,0,0,0
1,1,0,0,0,0
628,100,180,28,1,0
1,1,0,0,0,0
23,11,2,4,0,0
1,1,0,0,0,0
938,155,278,23,1,0
52,20,1,12,1,0
1,1,0,0,0,0
1019,174,298,36,1,0
1,1,0,0,0,0
338,49,105,1,1,0
1,1,0,0,0,0
4,1,0,0,0,0
1,1,0,0,0,0
677,121,189,19,1,0
26,11,3,5,0,0
1,1,0,0,0,0
7,4,0,1,0,0
1,1,0,0,0,0
57,9,13,4,1,0
1,1,0,0,0,0
302,59,81,11,1,0
7,3,0,1,0,0
1,1,0,0,0,0
5,2,0,1,0,0
1,1,0,0,0,0
113,27,25,9,0,0
1,1,0,0,0,0
9,2,0,4,0,0
1,1,0,0,0,0
587,98,151,7,1,0
1,1,0,0,0,0
4,1,0,0,0,0
1,1,0,0,0,0
4135,619,1247,135,0,0
1,1,0,0,0,0
4,1,0,0,0,0
1,1,0,0,0,0
586,100,130,23,1,0
1,1,0,0,0,0
2424,389,702,67,0,0
1,1,0,0,0,0
4,1,0,0,0,0
1,1,0,0,0,0
173,29,22,5,1,0
19,9,1,4,0,0
1,1,0,0,0,0
48,21,3,10,0,0
1,1,0,0,0,0
10,4,0,3,0,0
1,1,0,0,0,0
70,30,2,22,0,0
22,9,4,4,0,0
1,1,0,0,0,0
26,6,4,1,1,0
1,1,0,0,0,0
22,10,2,3,0,0
12,5,2,2,0,0
1,1,0,0,0,0
13,6,1,2,0,0
1,1,0,0,0,0
9,4,1,0,0,0
1,1,0,0,0,0
7,3,0,0,0,0
1,1,0,0,0,0
23,3,5,0,1,0
1,1,0,0,0,0
35,14,2,9,0,0
10,4,0,3,0,0
1,1,0,0,0,0
3,1,0,0,0,0
1,1,0,0,0,0
6,1,1,0,1,0
1,1,0,0,0,0
3,1,0,0,0,0
1,1,0,0,0,0
6,1,1,0,1,0
1,1,0,0,0,0
165,81,19,25,0,0
2,1,0,1,0,0
1,1,0,0,0,0
3,1,0,0,0,0
1,1,0,0,0,0
6,1,1,0,1,0
1,1,0,0,0,0
8,3,2,0,0,0
1,1,0,0,0,0
3,2,0,0,0,0
1,1,0,0,0,0
22,7,4,4,0,0
2,1,0,0,0,0
1,1,0,0,0,0
57,23,8,7,0,0
1,1,0,0,0,0
230,97,26,33,0,0
1,1,0,0,0,0
3,1,0,0,0,0
1,1,0,0,0,0
5,1,0,0,1,0
1,1,0,0,0,0
12,4,0,0,0,0
1,1,0,0,0,0
45,20,1,8,1,0
1,1,0,0,0,0
3,1,0,0,0,0
1,1,0,0,0,0
10,1,2,0,1,0
1,1,0,0,0,0
160,73,12,28,0,0
7,3,0,1,0,0
1,1,0,0,0,0
6,2,0,2,0,0
1,1,0,0,0,0
688,107,195,21,1,0
1,1,0,0,0,0
4,1,0,0,0,0
1,1,0,0,0,0
2117,321,657,37,0,0
2057,271,465,289,1,0
1,1,0,0,0,0
4,1,0,0,0,0
1,1,0,0,0,0
206,28,41,32,1,0
1,1,0,0,0,0
12,2,0,2,1,0
1,1,0,0,0,0
5475,674,1266,677,1,0
1,1,0,0,0,0
4,1,0,0,0,0
1,1,0,0,0,0
5633,724,1249,729,1,0
1,1,0,0,0,0
4,1,0,0,0,0
1,1,0,0,0,0
4418,565,966,580,1,0
1,1,0,0,0,0
1,1,0,0,0,0
55,9,16,3,1,0
1,1,0,0,0,0
76,10,23,0,1,0
129,23,39,0,1,0
1,1,0,0,0,0
32,5,10,3,1,0
1,1,0,0,0,0
38,5,3,5,0,0
1,1,0,0,0,0
1493,225,476,30,1,0
492,67,133,28,1,0
1,1,0,0,0,0
3,1,0,0,0,0
1,1,0,0,0,0
28,4,9,1,1,0
1,1,0,0,0,0
3038,451,949,79,0,0
1,1,0,0,0,0
77,10,23,0,1,0
1,1,0,0,0,0
2,1,0,0,0,0
1,1,0,0,0,0
1450,225,451,46,0,0
1,1,0,0,0,0
601,98,180,18,1,0
1,1,0,0,0,0
479,80,140,26,1,0
1,1,0,0,0,0
3,1,0,0,0,0
1,1,0,0,0,0
28,4,9,1,1,0
1,1,0,0,0,0
1072,184,306,56,0,0
2,1,0,0,1,0
1,1,0,0,0,0
19,7,0,6,0,0
4,1,0,1,0,0
1,1,0,0,0,0
451,81,130,19,0,0
1,1,0,0,0,0
1154,181,332,47,1,0
1,1,0,0,0,0
77,10,23,0,1,0
1,1,0,0,0,0
2,1,0,0,0,0
1,1,0,0,0,0
177,35,13,34,1,0
1,1,0,0,0,0
247,45,28,49,1,0
1,1,0,0,0,0
4,1,1,2,0,0
1,1,0,0,0,0
372,61,111,16,0,0
1,1,0,0,0,0
605,97,195,18,0,0
1,1,0,0,0,0
349,63,99,16,1,0
5,2,0,0,0,0
1,1,0,0,0,0
324,48,110,3,1,0
1,1,0,0,0,0
3,1,0,0,0,0
1,1,0,0,0,0
28,4,9,1,1,0
1,1,0,0,0,0
182,36,13,34,1,0
1,1,0,0,0,0
294,52,37,58,1,0
1,1,0,0,0,0
4,1,1,2,0,0
1,1,0,0,0,0
414,68,120,16,0,0
1,1,0,0,0,0
294,52,37,58,1,0
1,1,0,0,0,0
294,52,37,58,1,0
1,1,0,0,0,0
4,1,0,3,0,0
1,1,0,0,0,0
108,17,34,3,1,0
1,1,0,0,0,0
51,14,5,15,0,0
1,1,0,0,0,0
77,10,23,0,1,0
1,1,0,0,0,0
2,1,0,0,0,0
1,1,0,0,0,0
618,109,184,31,0,0
2,1,0,0,0,0
1,1,0,0,0,0
39,14,1,10,0,0
1,1,0,0,0,0
966,156,296,32,1,0
1,1,0,0,0,0
493,81,143,18,1,0
1,1,0,0,0,0
3,1,0,0,0,0
1,1,0,0,0,0
28,4,9,1,1,0
1,1,0,0,0,0
294,53,34,59,1,0
1,1,0,0,0,0
302,54,37,60,1,0
1,1,0,0,0,0
4,1,1,2,0,0
1,1,0,0,0,0
403,66,120,16,0,0
1,1,0,0,0,0
731,121,223,32,1,0
1,1,0,0,0,0
179,28,55,4,1,0
1,1,0,0,0,0
77,10,23,0,1,0
1,1,0,0,0,0
2,1,0,0,0,0
1,1,0,0,0,0
2026,353,633,54,0,0
1,1,0,0,0,0
952,168,285,28,1,0
1,1,0,0,0,0
4,1,0,0,0,0
1,1,0,0,0,0
28,4,9,1,1,0
1,1,0,0,0,0
686,121,218,15,0,0
1,1,0,0,0,0
513,90,152,10,1,0
553,111,25,186,0,0
1,1,0,0,0,0
360,59,113,9,1,0
1,1,0,0,0,0
518,90,156,15,1,0
1,1,0,0,0,0
77,10,23,0,1,0
1,1,0,0,0,0
3,1,0,0,0,0
1,1,0,0,0,0
339,56,107,10,1,0
553,111,25,186,0,0
1,1,0,0,0,0
383,62,122,9,1,0
1,1,0,0,0,0
37,8,6,6,0,0
1,1,0,0,0,0
118,23,7,40,1,0
1,1,0,0,0,0
112,23,3,40,1,0
1,1,0,0,0,0
117,23,4,40,1,0
1,1,0,0,0,0
112,23,3,40,1,0
1,1,0,0,0,0
57,11,2,20,1,0
1,1,0,0,0,0
380,62,121,9,1,0
1,1,0,0,0,0
952,145,298,19,1,0
1,1,0,0,0,0
4,1,0,0,0,0
1,1,0,0,0,0
28,4,9,1,1,0
1,1,0,0,0,0
833,127,258,16,1,0
1,1,0,0,0,0
1055,161,331,20,1,0
1,1,0,0,0,0
11,1,4,0,1,0
1002,135,237,102,1,0
1,1,0,0,0,0
77,10,23,0,1,0
1,1,0,0,0,0
3,1,0,0,0,0
1,1,0,0,0,0
4229,586,993,475,1,0
1,1,0,0,0,0
4,1,0,0,0,0
1,1,0,0,0,0
28,4,9,1,1,0
1,1,0,0,0,0
277,36,73,31,1,0
1,1,0,0,0,0
1,1,0,0,0,0
55,9,16,3,1,0
1,1,0,0,0,0
86,10,32,1,1,0
154,28,41,1,1,0
1,1,0,0,0,0
32,5,10,3,1,0
1,1,0,0,0,0
38,5,3,5,0,0
1,1,0,0,0,0
1881,264,576,63,1,0
1,1,0,0,0,0
3,1,0,0,0,0
1,1,0,0,0,0
28,4,9,1,1,0
1,1,0,0,0,0
303,46,96,5,0,0
1,1,0,0,0,0
2734,405,870,61,1,0
1,1,0,0,0,0
54,6,20,0,1,0
1,1,0,0,0,0
2,1,0,0,0,0
1,1,0,0,0,0
760,117,245,13,1,0
1,1,0,0,0,0
1293,200,419,25,1,0
1,1,0,0,0,0
751,126,226,27,1,0
1,1,0,0,0,0
3,1,0,0,0,0
21,3,6,1,1,0
1,1,0,0,0,0
28,4,9,1,1,0
17,3,5,2,1,0
1,1,0,0,0,0
125,20,25,18,1,0
1,1,0,0,0,0
317,51,97,7,1,0
1,1,0,0,0,0
506,96,152,24,1,0
168,26,49,2,1,0
1,1,0,0,0,0
66,10,23,1,1,0
1,1,0,0,0,0
238,42,67,9,1,0
1,1,0,0,0,0
321,47,102,7,1,0
1,1,0,0,0,0
54,6,20,0,1,0
1,1,0,0,0,0
2,1,0,0,0,0
1,1,0,0,0,0
861,140,268,27,1,0
1,1,0,0,0,0
686,124,209,21,1,0
1,1,0,0,0,0
7,1,3,0,1,0
1,1,0,0,0,0
12,1,3,0,1,0
1,1,0,0,0,0
52,7,14,0,1,0
1,1,0,0,0,0
235,38,62,2,1,0
1,1,0,0,0,0
43,7,13,1,1,0
1,1,0,0,0,0
3,1,0,0,0,0
1,1,0,0,0,0
28,4,9,1,1,0
1,1,0,0,0,0
3204,511,1027,96,1,0
1,1,0,0,0,0
355,78,37,7,1,0
1,1,0,0,0,0
64,17,2,0,1,0
1,1,0,0,0,0
358,93,28,61,0,0
1,1,0,0,0,0
19,3,6,2,0,0
1,1,0,0,0,0
180,31,56,7,1,0
193,54,10,2,1,0
1,1,0,0,0,0
220,59,19,36,0,0
1,1,0,0,0,0
19,3,6,2,0,0
1,1,0,0,0,0
179,31,55,7,1,0
1,1,0,0,0,0
200,32,58,9,1,0
1,1,0,0,0,0
393,61,125,11,1,0
1,1,0,0,0,0
186,55,1,0,1,0
1,1,0,0,0,0
148,36,11,1,1,0
1,1,0,0,0,0
305,91,12,54,0,0
1,1,0,0,0,0
19,3,6,2,0,0
1,1,0,0,0,0
193,31,60,9,1,0
1,1,0,0,0,0
1272,202,406,18,0,0
1,1,0,0,0,0
11,1,4,0,1,0
509,65,131,43,1,0
1,1,0,0,0,0
54,6,20,0,1,0
1,1,0,0,0,0
2,1,0,0,0,0
1,1,0,0,0,0
2607,353,624,302,1,0
1,1,0,0,0,0
1,1,0,0,0,0
73,8,23,1,1,0
16,3,4,2,1,0
106,12,25,8,1,0
1,1,0,0,0,0
16,2,6,0,1,0
105,11,28,12,1,0
1,1,0,0,0,0
38,5,3,5,0,0
1,1,0,0,0,0
9,1,1,0,1,0
1121,170,357,19,1,0
1,1,0,0,0,0
1278,216,376,47,1,0
114,14,30,7,1,0
1,1,0,0,0,0
2163,363,652,73,0,0
2,1,0,0,0,0
1,1,0,0,0,0
32,1,5,6,0,0
1,1,0,0,0,0
375,67,111,10,0,0
1,1,0,0,0,0
957,167,276,39,0,0
9,3,0,2,0,0
1,1,0,0,0,0
13,2,4,0,1,0
82,12,26,2,1,0
1,1,0,0,0,0
18,2,5,0,1,0
1068,167,304,43,1,0
1,1,0,0,0,0
10,4,1,1,0,0
1,1,0,0,0,0
313,58,88,11,0,0
9,3,0,2,0,0
1,1,0,0,0,0
18,7,2,2,0,0
1,1,0,0,0,0
16,2,4,0,1,0
963,166,295,27,1,0
1,1,0,0,0,0
655,119,172,29,0,0
1,1,0,0,0,0
23,2,9,0,1,0
528,86,164,21,1,0
1,1,0,0,0,0
115,20,33,3,0,0
1,1,0,0,0,0
1583,296,434,88,1,0
1,1,0,0,0,0
27,3,8,0,1,0
945,164,286,28,1,0
2,1,0,0,1,0
1,1,0,0,0,0
14,5,0,6,0,0
4,1,0,1,0,0
1,1,0,0,0,0
8,3,0,1,0,0
26,3,7,1,0,0
1,1,0,0,0,0
14,5,0,1,0,0
22,2,9,0,0,0
1,1,0,0,0,0
271,66,74,12,0,0
1,1,0,0,0,0
28,4,10,0,1,0
1069,238,272,86,1,0
130,24,42,6,1,0
2,1,0,0,0,0
1,1,0,0,0,0
38,6,14,0,1,0
1153,221,339,30,1,0
1,1,0,0,0,0
372,137,31,2,1,0
1,1,0,0,0,0
59,7,17,0,1,0
1,1,0,0,0,0
35,7,1,0,1,0
1,1,0,0,0,0
28,7,1,0,1,0
1,1,0,0,0,0
224,39,26,16,1,0
1,1,0,0,0,0
54,9,4,6,1,0
1,1,0,0,0,0
919,217,203,91,0,0
1,1,0,0,0,0
646,124,161,44,1,0
1,1,0,0,0,0
12,1,3,0,1,0
370,64,113,13,1,0
1,1,0,0,0,0
9,1,3,0,1,0
140,28,39,10,1,0
2,1,0,0,1,0
1,1,0,0,0,0
18,2,6,0,1,0
346,52,89,12,1,0
2,1,0,0,0,0
1,1,0,0,0,0
18,6,0,6,1,0
4,1,1,1,0,0
1,1,0,0,0,0
37,7,6,12,0,0
1,1,0,0,0,0
118,19,39,4,1,0
1,1,0,0,0,0
17,1,2,4,0,0
1,1,0,0,0,0
279,50,78,13,0,0
1,1,0,0,0,0
42,6,10,2,1,0
879,154,99,105,0,0
1,1,0,0,0,0
167,27,43,5,1,0
1,1,0,0,0,0
22,2,7,1,1,0
627,103,157,29,1,0
1,1,0,0,0,0
23,3,7,0,1,0
514,90,155,16,1,0
1,1,0,0,0,0
10,1,3,0,1,0
1070,187,290,55,1,0
1,1,0,0,0,0
14,2,5,0,1,0
121,26,28,8,1,0
1,1,0,0,0,0
42,6,14,0,1,0
926,151,247,44,1,0
1,1,0,0,0,0
40,6,11,2,1,0
693,119,71,82,0,0
1,1,0,0,0,0
129,21,36,2,0,0
1,1,0,0,0,0
43,6,15,0,1,0
424,66,119,11,1,0
1,1,0,0,0,0
17,2,5,0,1,0
296,51,86,6,1,0
1,1,0,0,0,0
1109,187,303,52,1,0
1,1,0,0,0,0
49,7,17,2,1,0
640,103,205,14,1,0
1,1,0,0,0,0
19,2,6,0,1,0
197,32,60,6,1,0
1,1,0,0,0,0
36,6,12,0,1,0
537,90,150,23,1,0
1,1,0,0,0,0
11,1,4,0,1,0
865,144,270,15,1,0
1,1,0,0,0,0
13,2,3,0,1,0
172,26,50,3,1,0
1,1,0,0,0,0
51,9,12,2,1,0
398,70,19,39,1,0
1,1,0,0,0,0
289,48,94,7,1,0
1,1,0,0,0,0
17,1,4,0,1,0
223,38,67,6,1,0
1,1,0,0,0,0
11,1,4,0,1,0
1054,143,269,91,1,0
1,1,0,0,0,0
364,64,44,39,1,0
1,1,0,0,0,0
1839,260,451,166,0,0
1,1,0,0,0,0
221,39,28,22,1,0
1,1,0,0,0,0
1629,236,396,153,0,0
1,1,0,0,0,0
1,1,0,0,0,0
59,7,20,0,1,0
1,1,0,0,0,0
44,5,5,6,0,0
1,1,0,0,0,0
995,118,276,60,1,0
1,1,0,0,0,0
2,1,0,0,0,0
1,1,0,0,0,0
13,1,4,0,1,0
1,1,0,0,0,0
1742,254,548,43,1,0
1,1,0,0,0,0
2,1,0,0,0,0
1,1,0,0,0,0
11,1,3,0,1,0
1,1,0,0,0,0
575,93,177,18,1,0
80,12,22,2,1,0
1,1,0,0,0,0
848,127,255,22,1,0
1,1,0,0,0,0
2,1,0,0,0,0
1,1,0,0,0,0
8,1,2,0,1,0
1,1,0,0,0,0
3417,558,1025,106,1,0
1,1,0,0,0,0
2,1,0,0,0,0
1,1,0,0,0,0
50,6,15,2,1,0
1,1,0,0,0,0
382,50,106,25,1,0
4,2,0,0,0,0
1,1,0,0,0,0
151,4,38,21,0,0
1,1,0,0,0,0
2,1,0,0,0,0
1,1,0,0,0,0
54,14,8,6,1,0
1,1,0,0,0,0
218,32,60,7,1,0
1,1,0,0,0,0
2210,338,662,65,0,0
1,1,0,0,0,0
2,1,0,0,0,0
1,1,0,0,0,0
18,1,4,0,1,0
866,130,236,25,1,0
1,1,0,0,0,0
11,1,4,0,1,0
3727,554,894,389,1,0
1,1,0,0,0,0
2,1,0,0,0,0
1,1,0,0,0,0
672,94,183,49,1,0
1,1,0,0,0,0
2,1,0,0,0,0
1,1,0,0,0,0
10,1,2,0,1,0
1,1,0,0,0,0
64,11,19,2,1,0
1,1,0,0,0,0
2,1,0,0,0,0
1,1,0,0,0,0
1,1,0,0,0,0
55,9,16,3,1,0
1,1,0,0,0,0
32,3,11,0,1,0
74,13,19,2,1,0
1,1,0,0,0,0
32,5,10,3,1,0
1,1,0,0,0,0
38,5,3,5,0,0
1,1,0,0,0,0
921,130,298,23,1,0
637,78,163,43,1,0
1,1,0,0,0,0
3,1,0,0,0,0
1,1,0,0,0,0
18,4,5,1,1,0
1,1,0,0,0,0
865,111,268,26,0,0
1,1,0,0,0,0
1740,276,486,83,1,0
1,1,0,0,0,0
183,28,59,4,1,0
1,1,0,0,0,0
33,3,11,0,1,0
1,1,0,0,0,0
2,1,0,0,0,0
1,1,0,0,0,0
1922,310,613,52,0,0
1,1,0,0,0,0
1360,200,403,68,1,0
1,1,0,0,0,0
3,1,0,0,0,0
1,1,0,0,0,0
18,4,5,1,1,0
1,1,0,0,0,0
1635,266,470,74,0,0
1,1,0,0,0,0
1569,234,497,36,1,0
1,1,0,0,0,0
33,3,11,0,1,0
1,1,0,0,0,0
2,1,0,0,0,0
1,1,0,0,0,0
24,6,5,0,1,0
1,1,0,0,0,0
40,8,9,0,1,0
1,1,0,0,0,0
21,5,5,0,1,0
34,12,4,2,1,0
1,1,0,0,0,0
15,9,0,3,0,0
1,1,0,0,0,0
24,9,4,0,1,0
1,1,0,0,0,0
22,9,3,0,1,0
1,1,0,0,0,0
20,9,4,0,1,0
1,1,0,0,0,0
26,9,4,0,1,0
1,1,0,0,0,0
26,9,3,0,1,0
1,1,0,0,0,0
21,9,4,0,1,0
1,1,0,0,0,0
32,12,4,3,1,0
1,1,0,0,0,0
24,9,4,0,1,0
1,1,0,0,0,0
24,9,3,0,1,0
1,1,0,0,0,0
22,9,4,0,1,0
1,1,0,0,0,0
34,12,4,2,1,0
1,1,0,0,0,0
489,79,151,12,1,0
1,1,0,0,0,0
654,92,207,19,0,0
1,1,0,0,0,0
523,71,166,14,1,0
1,1,0,0,0,0
3,1,0,0,0,0
1,1,0,0,0,0
18,4,5,1,1,0
1,1,0,0,0,0
24,6,5,1,1,0
1,1,0,0,0,0
28,6,5,0,1,0
8,1,2,1,1,0
7,1,2,2,1,0
1,1,0,0,0,0
21,5,5,1,1,0
1,1,0,0,0,0
10,3,2,0,1,0
1,1,0,0,0,0
7,3,0,1,0,0
1,1,0,0,0,0
7,3,0,1,0,0
1,1,0,0,0,0
8,1,2,1,1,0
1,1,0,0,0,0
8,1,2,1,1,0
1,1,0,0,0,0
9,3,2,1,1,0
1,1,0,0,0,0
7,3,0,1,0,0
1,1,0,0,0,0
7,3,0,1,0,0
1,1,0,0,0,0
8,1,2,1,1,0
1,1,0,0,0,0
7,1,2,2,1,0
1,1,0,0,0,0
10,3,2,0,1,0
1,1,0,0,0,0
7,3,0,1,0,0
1,1,0,0,0,0
7,3,0,1,0,0
1,1,0,0,0,0
586,98,171,17,1,0
1,1,0,0,0,0
136,23,40,3,0,0
1,1,0,0,0,0
1021,165,286,39,1,0
1,1,0,0,0,0
33,3,11,0,1,0
1,1,0,0,0,0
2,1,0,0,0,0
1,1,0,0,0,0
739,112,214,26,0,0
1,1,0,0,0,0
2391,364,673,91,1,0
1,1,0,0,0,0
3,1,0,0,0,0
1,1,0,0,0,0
18,4,5,1,1,0
1,1,0,0,0,0
665,100,158,53,1,0
1,1,0,0,0,0
536,74,167,13,0,0
1,1,0,0,0,0
814,126,243,27,1,0
1,1,0,0,0,0
631,95,173,31,1,0
1,1,0,0,0,0
33,3,11,0,1,0
1,1,0,0,0,0
2,1,0,0,0,0
1,1,0,0,0,0
278,48,57,23,1,0
1,1,0,0,0,0
1945,318,539,79,0,0
1,1,0,0,0,0
680,107,191,13,1,0
1,1,0,0,0,0
4,1,0,0,0,0
1,1,0,0,0,0
18,4,5,1,1,0
1,1,0,0,0,0
295,49,84,6,0,0
1,1,0,0,0,0
864,134,263,30,1,0
1,1,0,0,0,0
1686,255,492,73,1,0
2,1,0,0,0,0
1,1,0,0,0,0
52,6,11,8,1,0
1,1,0,0,0,0
33,3,11,0,1,0
1,1,0,0,0,0
3,1,0,0,0,0
1,1,0,0,0,0
430,69,78,42,1,0
1,1,0,0,0,0
225,35,61,2,1,0
1,1,0,0,0,0
1986,318,554,60,1,0
1,1,0,0,0,0
4,1,0,0,0,0
1,1,0,0,0,0
18,4,5,1,1,0
1,1,0,0,0,0
544,90,158,15,1,0
1,1,0,0,0,0
2255,334,695,40,1,0
1,1,0,0,0,0
33,3,11,0,1,0
1,1,0,0,0,0
3,1,0,0,0,0
1,1,0,0,0,0
733,97,233,14,0,0
1,1,0,0,0,0
813,111,254,20,1,0
133,19,43,2,1,0
1,1,0,0,0,0
771,105,202,48,1,0
1,1,0,0,0,0
4,1,0,0,0,0
1,1,0,0,0,0
18,4,5,1,1,0
1,1,0,0,0,0
2767,406,641,293,1,0
1,1,0,0,0,0
33,3,11,0,1,0
1,1,0,0,0,0
3,1,0,0,0,0
1,1,0,0,0,0
2737,403,634,286,1,0
1,1,0,0,0,0
4,1,0,0,0,0
1,1,0,0,0,0
18,4,5,1,1,0
1,1,0,0,0,0
1579,224,399,127,1,0
1,1,0,0,0,0
1,1,0,0,0,0
38,5,8,0,1,0
1,1,0,0,0,0
38,5,3,5,0,0
1,1,0,0,0,0
156,15,54,14,1,0
731,115,216,11,1,0
1,1,0,0,0,0
2,1,0,0,0,0
1,1,0,0,0,0
40,5,12,0,1,0
1,1,0,0,0,0
1294,191,389,45,1,0
22,2,3,5,0,0
1,1,0,0,0,0
2,1,0,0,0,0
1,1,0,0,0,0
1882,280,544,75,1,0
1,1,0,0,0,0
2,1,0,0,0,0
1,1,0,0,0,0
57,8,14,1,1,0
1,1,0,0,0,0
2,1,0,0,0,0
1,1,0,0,0,0
20,3,5,0,1,0
1,1,0,0,0,0
1740,275,505,72,1,0
1,1,0,0,0,0
2,1,0,0,0,0
1,1,0,0,0,0
1731,283,521,37,1,0
1,1,0,0,0,0
58,8,15,2,1,0
1,1,0,0,0,0
2,1,0,0,0,0
1,1,0,0,0,0
13,2,4,0,1,0
1,1,0,0,0,0
520,88,136,37,1,0
1,1,0,0,0,0
2,1,0,0,0,0
1,1,0,0,0,0
18,2,6,0,1,0
1,1,0,0,0,0
640,97,206,16,1,0
1,1,0,0,0,0
2,1,0,0,0,0
1,1,0,0,0,0
16,1,3,0,1,0
102,16,23,4,1,0
1,1,0,0,0,0
11,1,4,0,1,0
2033,306,473,173,1,0
1,1,0,0,0,0
564,79,139,43,1,0
1,1,0,0,0,0
2,1,0,0,0,0
1,1,0,0,0,0
1,1,0,0,0,0
2,1,0,0,0,0
1,1,0,0,0,0
90,15,28,2,1,0
55,9,15,4,1,0
1441,208,485,33,1,0
1,1,0,0,0,0
38,5,3,5,0,0
1,1,0,0,0,0
2,1,0,1,0,0
1,1,0,0,0,0
2,1,0,0,0,0
1,1,0,0,0,0
14,2,0,0,1,0
1968,305,650,41,1,0
1,1,0,0,0,0
2,1,0,0,1,0
1,1,0,0,0,0
1614,253,520,32,1,0
1,1,0,0,0,0
4,2,0,0,0,0
1,1,0,0,0,0
186,27,44,22,1,0
1,1,0,0,0,0
3,1,0,0,0,0
1,1,0,0,0,0
3452,559,1088,70,1,0
2,1,0,0,0,0
